image_id,width,height,bbox,source
Gao_ship_hh_0201608254401011069,256,256,"[96.0, 119.0, 38.0, 21.0]",ssdd
Gao_ship_hh_0201608254401011073,256,256,"[148.0, 66.0, 39.0, 23.0]",ssdd
Gao_ship_hh_0201608254401011074,256,256,"[20.0, 67.0, 40.0, 22.0]",ssdd
Gao_ship_hh_0201608254401011075,256,256,"[155.0, 133.0, 41.0, 24.0]",ssdd
Gao_ship_hh_0201608254401011076,256,256,"[29.0, 135.0, 38.0, 22.0]",ssdd
Gao_ship_hh_0201608254401011077,256,256,"[120.0, 73.0, 44.0, 28.0]",ssdd
Gao_ship_hh_0201608254401011078,256,256,"[0.0, 75.0, 37.0, 27.0]",ssdd
Gao_ship_hh_0201608254401011078,256,256,"[209.0, 147.0, 36.0, 15.0]",ssdd
Gao_ship_hh_0201608254401011079,256,256,"[82.0, 146.0, 37.0, 18.0]",ssdd
Gao_ship_hh_0201608254401012012,256,256,"[179.0, 11.0, 35.0, 70.0]",ssdd
Gao_ship_hh_0201608254401012013,256,256,"[49.0, 10.0, 39.0, 72.0]",ssdd
Gao_ship_hh_0201608254401012036,256,256,"[197.0, 143.0, 28.0, 21.0]",ssdd
Gao_ship_hh_0201608254401012037,256,256,"[70.0, 142.0, 27.0, 23.0]",ssdd
Gao_ship_hh_0201608254401012038,256,256,"[117.0, 97.0, 23.0, 18.0]",ssdd
Gao_ship_hh_0201608254401012039,256,256,"[227.0, 121.0, 20.0, 21.0]",ssdd
Gao_ship_hh_0201608254401012040,256,256,"[97.0, 120.0, 23.0, 22.0]",ssdd
Gao_ship_hh_0201608254401012052,256,256,"[222.0, 48.0, 20.0, 15.0]",ssdd
Gao_ship_hh_0201608254401012053,256,256,"[95.0, 48.0, 18.0, 14.0]",ssdd
Gao_ship_hh_0201608254401012056,256,256,"[176.0, 145.0, 32.0, 18.0]",ssdd
Gao_ship_hh_0201608254401012057,256,256,"[48.0, 144.0, 34.0, 21.0]",ssdd
Gao_ship_hh_0201608254401012058,256,256,"[196.0, 78.0, 34.0, 23.0]",ssdd
Gao_ship_hh_0201608254401012059,256,256,"[68.0, 78.0, 35.0, 22.0]",ssdd
Gao_ship_hh_0201608254401012062,256,256,"[156.0, 17.0, 34.0, 21.0]",ssdd
Gao_ship_hh_0201608254401012063,256,256,"[28.0, 16.0, 33.0, 22.0]",ssdd
Gao_ship_hh_0201608254401012064,256,256,"[175.0, 67.0, 30.0, 21.0]",ssdd
Gao_ship_hh_0201608254401012065,256,256,"[46.0, 68.0, 30.0, 19.0]",ssdd
Gao_ship_hh_0201608254401012070,256,256,"[193.0, 191.0, 37.0, 24.0]",ssdd
Gao_ship_hh_0201608254401012071,256,256,"[63.0, 190.0, 40.0, 26.0]",ssdd
Gao_ship_hh_0201608254401012072,256,256,"[137.0, 159.0, 34.0, 32.0]",ssdd
Gao_ship_hh_0201608254401012073,256,256,"[8.0, 158.0, 35.0, 33.0]",ssdd
Gao_ship_hh_0201608254401012075,256,256,"[156.0, 6.0, 40.0, 24.0]",ssdd
Gao_ship_hh_0201608254401012076,256,256,"[27.0, 5.0, 43.0, 23.0]",ssdd
Gao_ship_hh_0201608254401012078,256,256,"[209.0, 19.0, 37.0, 15.0]",ssdd
Gao_ship_hh_0201608254401012079,256,256,"[81.0, 19.0, 38.0, 15.0]",ssdd
Gao_ship_hh_0201608254401013016,256,256,"[183.0, 189.0, 57.0, 22.0]",ssdd
Gao_ship_hh_0201608254401013017,256,256,"[54.0, 189.0, 58.0, 22.0]",ssdd
Gao_ship_hh_0201608254401013019,256,256,"[123.0, 119.0, 58.0, 39.0]",ssdd
Gao_ship_hh_0201608254401013020,256,256,"[0.0, 116.0, 56.0, 42.0]",ssdd
Gao_ship_hh_0201608254401013023,256,256,"[193.0, 149.0, 25.0, 15.0]",ssdd
Gao_ship_hh_0201608254401013024,256,256,"[68.0, 149.0, 21.0, 14.0]",ssdd
Gao_ship_hh_0201608254401013036,256,256,"[199.0, 13.0, 26.0, 24.0]",ssdd
Gao_ship_hh_0201608254401013038,256,256,"[4.0, 217.0, 28.0, 18.0]",ssdd
Gao_ship_hh_0201608254401013040,256,256,"[100.0, 0.0, 20.0, 14.0]",ssdd
Gao_ship_hh_0201608254401013044,256,256,"[176.0, 173.0, 18.0, 17.0]",ssdd
Gao_ship_hh_0201608254401013045,256,256,"[49.0, 174.0, 17.0, 15.0]",ssdd
Gao_ship_hh_0201608254401013047,256,256,"[164.0, 211.0, 38.0, 22.0]",ssdd
Gao_ship_hh_0201608254401013048,256,256,"[37.0, 210.0, 37.0, 23.0]",ssdd
Gao_ship_hh_0201608254401013056,256,256,"[176.0, 18.0, 34.0, 19.0]",ssdd
Gao_ship_hh_0201608254401013057,256,256,"[49.0, 17.0, 33.0, 19.0]",ssdd
Gao_ship_hh_0201608254401013063,256,256,"[115.0, 200.0, 42.0, 25.0]",ssdd
Gao_ship_hh_0201608254401013064,256,256,"[0.0, 202.0, 30.0, 22.0]",ssdd
Gao_ship_hh_0201608254401013065,256,256,"[117.0, 210.0, 34.0, 22.0]",ssdd
Gao_ship_hh_0201608254401013070,256,256,"[194.0, 61.0, 36.0, 26.0]",ssdd
Gao_ship_hh_0201608254401013070,256,256,"[184.0, 202.0, 40.0, 23.0]",ssdd
Gao_ship_hh_0201608254401013071,256,256,"[65.0, 62.0, 36.0, 27.0]",ssdd
Gao_ship_hh_0201608254401013071,256,256,"[56.0, 204.0, 39.0, 21.0]",ssdd
Gao_ship_hh_0201608254401013072,256,256,"[137.0, 32.0, 34.0, 31.0]",ssdd
Gao_ship_hh_0201608254401013073,256,256,"[9.0, 30.0, 34.0, 32.0]",ssdd
Gao_ship_hh_0201608254401013075,256,256,"[101.0, 220.0, 58.0, 32.0]",ssdd
Gao_ship_hh_020160825440101308,256,256,"[191.0, 104.0, 47.0, 74.0]",ssdd
Gao_ship_hh_020160825440101309,256,256,"[62.0, 105.0, 49.0, 73.0]",ssdd
Gao_ship_hh_0201608254401014016,256,256,"[183.0, 59.0, 58.0, 24.0]",ssdd
Gao_ship_hh_0201608254401014017,256,256,"[53.0, 59.0, 60.0, 25.0]",ssdd
Gao_ship_hh_0201608254401014019,256,256,"[122.0, 0.0, 63.0, 29.0]",ssdd
Gao_ship_hh_0201608254401014020,256,256,"[0.0, 0.0, 54.0, 30.0]",ssdd
Gao_ship_hh_0201608254401014023,256,256,"[196.0, 21.0, 21.0, 13.0]",ssdd
Gao_ship_hh_0201608254401014037,256,256,"[132.0, 90.0, 26.0, 17.0]",ssdd
Gao_ship_hh_0201608254401014038,256,256,"[5.0, 91.0, 28.0, 16.0]",ssdd
Gao_ship_hh_0201608254401014044,256,256,"[177.0, 45.0, 16.0, 16.0]",ssdd
Gao_ship_hh_0201608254401014045,256,256,"[49.0, 46.0, 16.0, 16.0]",ssdd
Gao_ship_hh_0201608254401014047,256,256,"[165.0, 83.0, 37.0, 22.0]",ssdd
Gao_ship_hh_0201608254401014048,256,256,"[36.0, 82.0, 37.0, 22.0]",ssdd
Gao_ship_hh_0201608254401014055,256,256,"[174.0, 181.0, 40.0, 22.0]",ssdd
Gao_ship_hh_0201608254401014056,256,256,"[45.0, 180.0, 42.0, 24.0]",ssdd
Gao_ship_hh_0201608254401014061,256,256,"[119.0, 184.0, 34.0, 26.0]",ssdd
Gao_ship_hh_0201608254401014063,256,256,"[114.0, 71.0, 44.0, 24.0]",ssdd
Gao_ship_hh_0201608254401014065,256,256,"[118.0, 81.0, 33.0, 23.0]",ssdd
Gao_ship_hh_0201608254401014070,256,256,"[184.0, 76.0, 39.0, 21.0]",ssdd
Gao_ship_hh_0201608254401014071,256,256,"[56.0, 75.0, 40.0, 22.0]",ssdd
Gao_ship_hh_0201608254401014071,256,256,"[152.0, 124.0, 60.0, 34.0]",ssdd
Gao_ship_hh_0201608254401014072,256,256,"[23.0, 124.0, 62.0, 34.0]",ssdd
Gao_ship_hh_0201608254401014075,256,256,"[101.0, 91.0, 59.0, 33.0]",ssdd
Gao_ship_hh_020160825440101408,256,256,"[191.0, 0.0, 36.0, 48.0]",ssdd
Gao_ship_hh_020160825440101409,256,256,"[62.0, 0.0, 40.0, 52.0]",ssdd
Gao_ship_hh_0201608254401015019,256,256,"[119.0, 232.0, 53.0, 23.0]",ssdd
Gao_ship_hh_0201608254401015046,256,256,"[128.0, 170.0, 27.0, 21.0]",ssdd
Gao_ship_hh_0201608254401015047,256,256,"[1.0, 172.0, 26.0, 18.0]",ssdd
Gao_ship_hh_0201608254401015055,256,256,"[174.0, 52.0, 40.0, 24.0]",ssdd
Gao_ship_hh_0201608254401015056,256,256,"[46.0, 51.0, 42.0, 24.0]",ssdd
Gao_ship_hh_0201608254401015058,256,256,"[175.0, 122.0, 35.0, 28.0]",ssdd
Gao_ship_hh_0201608254401015059,256,256,"[47.0, 122.0, 34.0, 26.0]",ssdd
Gao_ship_hh_0201608254401015061,256,256,"[118.0, 54.0, 37.0, 28.0]",ssdd
Gao_ship_hh_0201608254401015064,256,256,"[201.0, 116.0, 31.0, 24.0]",ssdd
Gao_ship_hh_0201608254401015065,256,256,"[74.0, 117.0, 30.0, 24.0]",ssdd
Gao_ship_hh_0201608254401015066,256,256,"[216.0, 188.0, 36.0, 26.0]",ssdd
Gao_ship_hh_0201608254401015067,256,256,"[86.0, 188.0, 38.0, 25.0]",ssdd
Gao_ship_hh_0201608254401015071,256,256,"[151.0, 0.0, 54.0, 32.0]",ssdd
Gao_ship_hh_0201608254401015072,256,256,"[23.0, 0.0, 55.0, 32.0]",ssdd
Gao_ship_hh_0201608254401016019,256,256,"[120.0, 103.0, 58.0, 38.0]",ssdd
Gao_ship_hh_0201608254401016020,256,256,"[0.0, 104.0, 50.0, 37.0]",ssdd
Gao_ship_hh_0201608254401016035,256,256,"[142.0, 228.0, 29.0, 27.0]",ssdd
Gao_ship_hh_0201608254401016036,256,256,"[14.0, 229.0, 29.0, 26.0]",ssdd
Gao_ship_hh_0201608254401016040,256,256,"[185.0, 119.0, 19.0, 14.0]",ssdd
Gao_ship_hh_0201608254401016041,256,256,"[56.0, 119.0, 20.0, 16.0]",ssdd
Gao_ship_hh_0201608254401016042,256,256,"[187.0, 139.0, 21.0, 14.0]",ssdd
Gao_ship_hh_0201608254401016043,256,256,"[60.0, 139.0, 19.0, 14.0]",ssdd
Gao_ship_hh_0201608254401016046,256,256,"[127.0, 43.0, 26.0, 19.0]",ssdd
Gao_ship_hh_0201608254401016047,256,256,"[0.0, 43.0, 26.0, 18.0]",ssdd
Gao_ship_hh_0201608254401016051,256,256,"[105.0, 195.0, 45.0, 25.0]",ssdd
Gao_ship_hh_0201608254401016056,256,256,"[101.0, 225.0, 43.0, 27.0]",ssdd
Gao_ship_hh_0201608254401016058,256,256,"[175.0, 0.0, 37.0, 23.0]",ssdd
Gao_ship_hh_0201608254401016062,256,256,"[105.0, 138.0, 43.0, 24.0]",ssdd
Gao_ship_hh_0201608254401016066,256,256,"[215.0, 60.0, 37.0, 26.0]",ssdd
Gao_ship_hh_0201608254401016067,256,256,"[86.0, 61.0, 39.0, 25.0]",ssdd
Gao_ship_hh_0201608254401017035,256,256,"[140.0, 101.0, 30.0, 26.0]",ssdd
Gao_ship_hh_0201608254401017042,256,256,"[189.0, 12.0, 19.0, 13.0]",ssdd
Gao_ship_hh_0201608254401017043,256,256,"[60.0, 11.0, 20.0, 14.0]",ssdd
Gao_ship_hh_0201608254401017044,256,256,"[159.0, 134.0, 35.0, 29.0]",ssdd
Gao_ship_hh_0201608254401017045,256,256,"[31.0, 134.0, 37.0, 30.0]",ssdd
Gao_ship_hh_0201608254401017051,256,256,"[107.0, 68.0, 42.0, 25.0]",ssdd
Gao_ship_hh_0201608254401017056,256,256,"[101.0, 96.0, 45.0, 29.0]",ssdd
Gao_ship_hh_0201608254401017062,256,256,"[104.0, 9.0, 44.0, 25.0]",ssdd
Gao_ship_hh_0201608254401017076,256,256,"[211.0, 162.0, 44.0, 32.0]",ssdd
Gao_ship_hh_0201608254401017077,256,256,"[83.0, 158.0, 60.0, 34.0]",ssdd
Gao_ship_hh_0201608254401017078,256,256,"[168.0, 190.0, 34.0, 23.0]",ssdd
Gao_ship_hh_0201608254401017079,256,256,"[40.0, 190.0, 35.0, 24.0]",ssdd
Gao_ship_hh_0201608254401018044,256,256,"[159.0, 5.0, 37.0, 29.0]",ssdd
Gao_ship_hh_0201608254401018045,256,256,"[31.0, 6.0, 36.0, 29.0]",ssdd
Gao_ship_hh_0201608254401018061,256,256,"[124.0, 232.0, 40.0, 23.0]",ssdd
Gao_ship_hh_0201608254401018062,256,256,"[0.0, 231.0, 37.0, 24.0]",ssdd
Gao_ship_hh_0201608254401018076,256,256,"[210.0, 33.0, 45.0, 32.0]",ssdd
Gao_ship_hh_0201608254401018077,256,256,"[83.0, 28.0, 58.0, 36.0]",ssdd
Gao_ship_hh_0201608254401018077,256,256,"[208.0, 162.0, 38.0, 24.0]",ssdd
Gao_ship_hh_0201608254401018078,256,256,"[79.0, 162.0, 42.0, 24.0]",ssdd
Gao_ship_hh_0201608254401018078,256,256,"[168.0, 59.0, 36.0, 28.0]",ssdd
Gao_ship_hh_0201608254401018079,256,256,"[40.0, 62.0, 35.0, 24.0]",ssdd
Gao_ship_hh_020160825440101905,256,256,"[182.0, 123.0, 34.0, 15.0]",ssdd
Gao_ship_hh_0201608254401019053,256,256,"[144.0, 211.0, 28.0, 22.0]",ssdd
Gao_ship_hh_0201608254401019054,256,256,"[16.0, 210.0, 30.0, 22.0]",ssdd
Gao_ship_hh_020160825440101906,256,256,"[56.0, 126.0, 31.0, 11.0]",ssdd
Gao_ship_hh_0201608254401019061,256,256,"[122.0, 102.0, 43.0, 31.0]",ssdd
Gao_ship_hh_0201608254401019062,256,256,"[0.0, 102.0, 41.0, 30.0]",ssdd
Gao_ship_hh_0201608254401019073,256,256,"[140.0, 196.0, 34.0, 34.0]",ssdd
Gao_ship_hh_0201608254401019074,256,256,"[11.0, 199.0, 37.0, 31.0]",ssdd
Gao_ship_hh_0201608254401019075,256,256,"[129.0, 159.0, 41.0, 24.0]",ssdd
Gao_ship_hh_0201608254401019076,256,256,"[1.0, 161.0, 43.0, 21.0]",ssdd
Gao_ship_hh_0201608254401019077,256,256,"[208.0, 34.0, 38.0, 25.0]",ssdd
Gao_ship_hh_0201608254401019078,256,256,"[79.0, 35.0, 42.0, 24.0]",ssdd
Gao_ship_hh_0201608254401019078,256,256,"[147.0, 235.0, 29.0, 15.0]",ssdd
Gao_ship_hh_0201608254401019079,256,256,"[20.0, 234.0, 29.0, 18.0]",ssdd
Gao_ship_hh_0201608254401020013,256,256,"[8.0, 109.0, 9.0, 35.0]",ssdd
Gao_ship_hh_0201608254401020027,256,256,"[123.0, 136.0, 36.0, 20.0]",ssdd
Gao_ship_hh_0201608254401020028,256,256,"[0.0, 133.0, 31.0, 26.0]",ssdd
Gao_ship_hh_0201608254401020053,256,256,"[145.0, 81.0, 28.0, 22.0]",ssdd
Gao_ship_hh_0201608254401020054,256,256,"[15.0, 83.0, 30.0, 21.0]",ssdd
Gao_ship_hh_0201608254401020073,256,256,"[140.0, 69.0, 33.0, 33.0]",ssdd
Gao_ship_hh_0201608254401020074,256,256,"[12.0, 70.0, 36.0, 32.0]",ssdd
Gao_ship_hh_0201608254401020075,256,256,"[129.0, 34.0, 43.0, 20.0]",ssdd
Gao_ship_hh_0201608254401020076,256,256,"[1.0, 33.0, 42.0, 22.0]",ssdd
Gao_ship_hh_0201608254401020077,256,256,"[140.0, 205.0, 38.0, 29.0]",ssdd
Gao_ship_hh_0201608254401020078,256,256,"[13.0, 206.0, 37.0, 28.0]",ssdd
Gao_ship_hh_0201608254401020078,256,256,"[149.0, 108.0, 26.0, 14.0]",ssdd
Gao_ship_hh_0201608254401020079,256,256,"[19.0, 109.0, 29.0, 14.0]",ssdd
Gao_ship_hh_0201608254401020079,256,256,"[233.0, 117.0, 22.0, 15.0]",ssdd
Gao_ship_hh_020160825440102008,256,256,"[128.0, 148.0, 31.0, 16.0]",ssdd
Gao_ship_hh_020160825440102009,256,256,"[0.0, 147.0, 31.0, 17.0]",ssdd
Gao_ship_hh_020160825440102068,256,256,"[127.0, 56.0, 13.0, 32.0]",ssdd
Gao_ship_hh_0201608254401021018,256,256,"[167.0, 153.0, 25.0, 15.0]",ssdd
Gao_ship_hh_0201608254401021018,256,256,"[206.0, 94.0, 28.0, 18.0]",ssdd
Gao_ship_hh_0201608254401021019,256,256,"[76.0, 96.0, 29.0, 18.0]",ssdd
Gao_ship_hh_0201608254401021019,256,256,"[38.0, 154.0, 27.0, 14.0]",ssdd
Gao_ship_hh_0201608254401021026,256,256,"[209.0, 238.0, 41.0, 17.0]",ssdd
Gao_ship_hh_0201608254401021027,256,256,"[124.0, 7.0, 35.0, 21.0]",ssdd
Gao_ship_hh_0201608254401021027,256,256,"[80.0, 239.0, 43.0, 16.0]",ssdd
Gao_ship_hh_0201608254401021077,256,256,"[140.0, 78.0, 38.0, 27.0]",ssdd
Gao_ship_hh_0201608254401021078,256,256,"[12.0, 78.0, 38.0, 29.0]",ssdd
Gao_ship_hh_020160825440102108,256,256,"[128.0, 19.0, 31.0, 15.0]",ssdd
Gao_ship_hh_020160825440102109,256,256,"[0.0, 18.0, 30.0, 18.0]",ssdd
Gao_ship_hh_0201608254401022018,256,256,"[167.0, 26.0, 25.0, 15.0]",ssdd
Gao_ship_hh_0201608254401022019,256,256,"[38.0, 27.0, 26.0, 13.0]",ssdd
Gao_ship_hh_0201608254401022026,256,256,"[208.0, 106.0, 41.0, 23.0]",ssdd
Gao_ship_hh_0201608254401022027,256,256,"[79.0, 110.0, 45.0, 18.0]",ssdd
Gao_ship_hh_0201608254401022073,256,256,"[176.0, 161.0, 30.0, 29.0]",ssdd
Gao_ship_hh_0201608254401022074,256,256,"[48.0, 162.0, 29.0, 29.0]",ssdd
Gao_ship_hh_0201608254401023073,256,256,"[177.0, 34.0, 28.0, 28.0]",ssdd
Gao_ship_hh_0201608254401023074,256,256,"[48.0, 34.0, 30.0, 28.0]",ssdd
Gao_ship_hh_0201608254401023076,256,256,"[129.0, 152.0, 32.0, 26.0]",ssdd
Gao_ship_hh_0201608254401023077,256,256,"[2.0, 149.0, 30.0, 29.0]",ssdd
Gao_ship_hh_0201608254401024076,256,256,"[129.0, 24.0, 32.0, 25.0]",ssdd
Gao_ship_hh_0201608254401024077,256,256,"[2.0, 25.0, 32.0, 26.0]",ssdd
Gao_ship_hh_0201608254401025067,256,256,"[90.0, 228.0, 61.0, 24.0]",ssdd
Gao_ship_hh_0201608254401025077,256,256,"[112.0, 145.0, 42.0, 24.0]",ssdd
Gao_ship_hh_0201608254401026010,256,256,"[115.0, 235.0, 27.0, 13.0]",ssdd
Gao_ship_hh_0201608254401026039,256,256,"[217.0, 201.0, 36.0, 15.0]",ssdd
Gao_ship_hh_020160825440102604,256,256,"[86.0, 153.0, 17.0, 12.0]",ssdd
Gao_ship_hh_0201608254401026040,256,256,"[89.0, 202.0, 35.0, 15.0]",ssdd
Gao_ship_hh_0201608254401026064,256,256,"[115.0, 197.0, 57.0, 19.0]",ssdd
Gao_ship_hh_0201608254401026065,256,256,"[0.0, 196.0, 45.0, 22.0]",ssdd
Gao_ship_hh_0201608254401026067,256,256,"[90.0, 102.0, 59.0, 22.0]",ssdd
Gao_ship_hh_020160825440102607,256,256,"[117.0, 114.0, 17.0, 12.0]",ssdd
Gao_ship_hh_0201608254401026073,256,256,"[111.0, 95.0, 32.0, 18.0]",ssdd
Gao_ship_hh_0201608254401026077,256,256,"[113.0, 19.0, 40.0, 22.0]",ssdd
Gao_ship_hh_020160825440102608,256,256,"[180.0, 132.0, 33.0, 13.0]",ssdd
Gao_ship_hh_020160825440102609,256,256,"[54.0, 131.0, 32.0, 14.0]",ssdd
Gao_ship_hh_0201608254401027010,256,256,"[115.0, 106.0, 29.0, 15.0]",ssdd
Gao_ship_hh_0201608254401027023,256,256,"[118.0, 143.0, 17.0, 12.0]",ssdd
Gao_ship_hh_0201608254401027039,256,256,"[216.0, 72.0, 35.0, 17.0]",ssdd
Gao_ship_hh_020160825440102704,256,256,"[86.0, 25.0, 18.0, 13.0]",ssdd
Gao_ship_hh_0201608254401027040,256,256,"[88.0, 72.0, 35.0, 17.0]",ssdd
Gao_ship_hh_0201608254401027064,256,256,"[116.0, 68.0, 57.0, 23.0]",ssdd
Gao_ship_hh_0201608254401027065,256,256,"[0.0, 68.0, 49.0, 24.0]",ssdd
Gao_ship_hh_0201608254401027075,256,256,"[160.0, 212.0, 29.0, 26.0]",ssdd
Gao_ship_hh_0201608254401027076,256,256,"[31.0, 211.0, 31.0, 27.0]",ssdd
Gao_ship_hh_020160825440102708,256,256,"[181.0, 3.0, 32.0, 15.0]",ssdd
Gao_ship_hh_020160825440102709,256,256,"[53.0, 2.0, 32.0, 15.0]",ssdd
Gao_ship_hh_0201608254401028023,256,256,"[117.0, 14.0, 19.0, 14.0]",ssdd
Gao_ship_hh_0201608254401028060,256,256,"[218.0, 146.0, 25.0, 13.0]",ssdd
Gao_ship_hh_0201608254401028061,256,256,"[89.0, 145.0, 27.0, 14.0]",ssdd
Gao_ship_hh_0201608254401028061,256,256,"[146.0, 120.0, 46.0, 26.0]",ssdd
Gao_ship_hh_0201608254401028062,256,256,"[17.0, 119.0, 48.0, 28.0]",ssdd
Gao_ship_hh_0201608254401028075,256,256,"[160.0, 84.0, 31.0, 27.0]",ssdd
Gao_ship_hh_0201608254401028076,256,256,"[30.0, 84.0, 33.0, 26.0]",ssdd
Gao_ship_hh_0201608254401029060,256,256,"[217.0, 18.0, 26.0, 14.0]",ssdd
Gao_ship_hh_0201608254401029062,256,256,"[16.0, 0.0, 52.0, 20.0]",ssdd
Gao_ship_hh_0201608254401029062,256,256,"[157.0, 193.0, 52.0, 26.0]",ssdd
Gao_ship_hh_0201608254401029063,256,256,"[31.0, 194.0, 49.0, 24.0]",ssdd
Gao_ship_hh_0201608254401029068,256,256,"[98.0, 139.0, 46.0, 35.0]",ssdd
Gao_ship_hh_0201608254401030049,256,256,"[105.0, 226.0, 58.0, 29.0]",ssdd
Gao_ship_hh_020160825440103005,256,256,"[127.0, 176.0, 13.0, 16.0]",ssdd
Gao_ship_hh_0201608254401030062,256,256,"[159.0, 64.0, 50.0, 26.0]",ssdd
Gao_ship_hh_0201608254401030063,256,256,"[30.0, 65.0, 50.0, 25.0]",ssdd
Gao_ship_hh_0201608254401030068,256,256,"[100.0, 12.0, 39.0, 34.0]",ssdd
Gao_ship_hh_0201608254401030071,256,256,"[196.0, 158.0, 37.0, 35.0]",ssdd
Gao_ship_hh_0201608254401030072,256,256,"[65.0, 158.0, 41.0, 34.0]",ssdd
Gao_ship_hh_020160825440103031,256,256,"[143.0, 58.0, 16.0, 33.0]",ssdd
Gao_ship_hh_020160825440103031,256,256,"[144.0, 26.0, 18.0, 18.0]",ssdd
Gao_ship_hh_020160825440103031,256,256,"[112.0, 62.0, 24.0, 29.0]",ssdd
Gao_ship_hh_020160825440103032,256,256,"[14.0, 57.0, 18.0, 34.0]",ssdd
Gao_ship_hh_020160825440103032,256,256,"[18.0, 24.0, 16.0, 21.0]",ssdd
Gao_ship_hh_020160825440103032,256,256,"[0.0, 60.0, 10.0, 26.0]",ssdd
Gao_ship_hh_020160825440103033,256,256,"[210.0, 192.0, 35.0, 26.0]",ssdd
